"Project ID","Created date","Customer name","Due date","Estimate name","Has Estimate","Has uninvoiced charge","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Date last Job completed ","Performance","Planned end","Planned start","Project code","Project description","Project status","Reference 1","Reference 2","Reference 3","Scenario name","Site name","Standard people","Standard units per hour","Total charge","Uninvoiced total charge","Uninvoiced total charge per unit","Uninvoiced units produced","Unit of measure","Units expected","Units Produced","Units remaining"
"1990909","2019-Oct-29 09:05 PM","Olly","2019-Oct-29 09:05 PM","","No","Yes","Vitamin","","OLLY-112-12PK","Olly","700269.01 Collagen Rings 30ct - Large","Large","Finished Good","2019-Nov-07 07:50 PM","100.00%","","","1990909","","Closed","100864","","","","MSI Portage","8.00","993.00000","0.00","0.00","0.00000","35884.00000","bottles","40000.00000","35884.00000","4116.00000"
"1990547","2019-Oct-29 01:50 PM","Hometown Foods","2019-Nov-01 04:53 AM","","No","Yes","","","HTFOODS-27","Hometown Foods","5150008000 Vanilla Pastry Bag","","Finished Good","2019-Nov-08 12:00 AM","100.00%","2019-Nov-01 04:53 AM","2019-Oct-30 01:52 PM","1990547","PLEASE RUN TO THE NUMBER - OK TO AT LEAST RUN OUT THE FINAL TOTE","Closed","","","","","MSI Portage","7.50","1725.00000","0.00","0.00","0.00000","125178.00000","bags","114000.00000","125178.00000","-11178.00000"
"1990503","2019-Oct-29 12:58 PM","Olly","2019-Oct-29 12:55 PM","","No","Yes","Bottles","","OLLY-80HSC-A","Olly","700188.01 Kids Multi 160 Ct. HSC (Col)","","Finished Good","2019-Oct-31 10:25 AM","100.00%","","","1990503","run out Colombian gummies","Closed","100839","","","","MSI Portage","8.00","430.00000","0.00","0.00","0.00000","10356.00000","bottles","9500.00000","10356.00000","-856.00000"
"1990429","2019-Oct-29 12:01 PM","Olly","2019-Oct-29 12:00 PM","","No","Yes","Vitamin","","OLLY-14-BP","Olly","700167.01 Sleep 60ct - Bonus Pack","Bonus Pack","Finished Good","2019-Nov-11 04:10 PM","100.00%","","","1990429","","Closed","100864","","","","MSI Portage","8.00","989.25000","0.00","0.00","0.00000","157836.00000","bottles","157000.00000","157836.00000","-836.00000"
"1990237","2019-Oct-29 10:07 AM","ConAgra Foods FSC AP","2019-Oct-30 10:07 AM","","No","Yes","Solid Food","","CONAGF-05-03","ConAgra Foods FSC AP","David's Energy Seed Blend - Batch","","Batch","2019-Oct-30 03:30 PM","100.00%","","","1990237","","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","900.00000","pounds","1200.00000","900.00000","300.00000"
"1990088","2019-Oct-29 08:39 AM","Post Foods","","","No","Yes","Solid Food","","POST-05A","Post Foods","34333 Fruity Pebbles Cereal Cup","","Finished Good","2019-Nov-11 03:15 PM","100.00%","","2019-Oct-29 06:30 AM","05a-1st-OCT","RUN TO THE NUMBER.
DO NOT RUN THE CEREAL OUT!","Closed","","","","","MSI Portage","6.00","2934.00000","0.00","0.00","0.00000","144204.00000","cups","144000.00000","144204.00000","-204.00000"
"1990038","2019-Oct-29 07:47 AM","Olly","2019-Oct-29 07:45 AM","","No","Yes","Vitamin","","OLLY-11A-12PK","Olly","700055.01 Probiotic + Preboitic 30ct (FLA) - Medium","Medium","Finished Good","2019-Nov-01 01:30 AM","100.00%","","","1990038","","Closed","100839","","","","MSI Portage","8.00","993.50000","0.00","0.00","0.00000","65088.00000","bottles","60000.00000","65088.00000","-5088.00000"
"1989755","2019-Oct-28 04:04 PM","Olly","2019-Oct-28 04:00 PM","","No","Yes","Pouches","","OLLY-115","Olly","700266.01 Bedtime Beauty Sephora 8Ct. Travel Pack","","Finished Good","2019-Oct-31 03:35 PM","100.00%","","","1989755","","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","18912.00000","pouches","17500.00000","18912.00000","-1412.00000"
"1989694","2019-Oct-28 03:37 PM","Dean Foods","2019-Nov-20 03:37 PM","","No","Yes","","","DEAN-04","Dean Foods","Deans Foods Tortilla Strips","","Finished Good","2019-Nov-08 08:58 AM","100.00%","2019-Nov-08 03:21 PM","2019-Nov-06 03:20 PM","1989694","","Closed","11.20.19 T","","","","MSI Portage","3.50","3000.00000","0.00","0.00","0.00000","9135.00000","lids","25000.00000","9135.00000","15865.00000"
"1989158","2019-Oct-28 01:21 PM","Phonomenal","2019-Nov-08 01:21 PM","","No","Yes","","","PHONOM-01A-6CT","Phonomenal","601 Finished 2.1oz Beef Bowl 6ct Soy Free","","Finished Good","2019-Nov-14 10:51 AM","100.00%","","","1989158","","Closed","1011","","","","MSI Portage","5.50","1396.00000","0.00","0.00","0.00000","30000.00000","cups","30000.00000","30000.00000","0.00000"
"1989135","2019-Oct-28 01:02 PM","Noosa","","","No","Yes","","","NOOSA-11-03","Noosa","Cookies & Cream Batch","","Batch","2019-Nov-26 03:06 PM","100.00%","","","1989135","PLEASE DO NOT CHANGE ANYTHING ON THE BATCH QTY UNLESS DISCUSSED WITH SAMANTHA OR LYNN!!! MUST CALL BEFORE MODIFICATIONS!!!!!!!!!!!!! - SAY","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","2739.60000","pounds","5300.00000","2739.60000","2560.40000"
"1989132","2019-Oct-28 12:52 PM","Noosa","","","No","Yes","","","NOOSA-08-03","Noosa","Coffee Chocolate Almond","","Batch","2019-Nov-08 12:09 PM","100.00%","","","1989132","PLEASE DO NOT CHANGE ANYTHING ON THE BATCH QTY UNLESS DISCUSSED WITH SAMANTHA OR LYNN!!! MUST CALL BEFORE MODIFICATIONS!!!!!!!!!!!!! - SAY","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","1120.00000","pounds","2300.00000","1120.00000","1180.00000"
"1988392","2019-Oct-28 11:58 AM","Olly","2019-Oct-28 11:55 AM","","No","Yes","Vitamin","","OLLY-77A-12PK","Olly","700172.01 Kids Multi + Probiotic 100ct (Fla) - Tallboy","","Finished Good","2019-Nov-01 01:37 AM","100.00%","","","1988392","","Closed","100839","","","","MSI Portage","8.00","588.00000","0.00","0.00","0.00000","32904.00000","bottles","40000.00000","32904.00000","7096.00000"
"1988390","2019-Oct-28 11:57 AM","Noosa","","","No","Yes","","","NOOSA-06-03","Noosa","Salted Caramel Chocolate Blend","","Batch","2019-Nov-07 12:10 PM","100.00%","","","1988390","","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","1402.50000","pounds","1200.00000","1402.50000","-202.50000"
"1988385","2019-Oct-28 11:50 AM","Noosa","","","No","Yes","","","NOOSA-04-03","Noosa","Coconut Almond Blend","","Batch","2019-Nov-22 12:59 PM","100.00%","2019-Dec-23 01:01 PM","2019-Dec-02 01:01 PM","1988385","PLEASE DO NOT CHANGE ANYTHING ON THE BATCH QTY UNLESS DISCUSSED WITH SAMANTHA OR LYNN!!! MUST CALL BEFORE MODIFICATIONS!!!!!!!!!!!!! - SAY","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","5400.00000","pounds","10000.00000","5400.00000","4600.00000"
"1988365","2019-Oct-28 11:40 AM","Quaker","","","No","Yes","Cups","","QUAKER-34","Quaker","#30000565247 Overnight Oats Unflavored Chia","Overnight Oats","Finished Good","2019-Oct-31 03:15 AM","100.00%","","2019-Oct-28 11:30 PM","34-102919","RUN TO THE NUMBER","Closed","","","","","MSI Portage","7.00","2345.00000","0.00","0.00","0.00000","60481.00000","cups","60000.00000","60481.00000","-481.00000"
"1988304","2019-Oct-28 11:37 AM","Noosa","","","No","Yes","","","NOOSA-03-03","Noosa","Banana Peanut Blend","","Batch","2019-Nov-14 02:34 PM","100.00%","","","1988304","PLEASE DO NOT CHANGE ANYTHING ON THE BATCH QTY UNLESS DISCUSSED WITH SAMANTHA OR LYNN!!! MUST CALL BEFORE MODIFICATIONS!!!!!!!!!!!!! - SAY","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","4740.00000","pounds","5210.00000","4740.00000","470.00000"
"1988265","2019-Oct-28 11:30 AM","Quaker","","","No","Yes","","","QUAKER-34-03","Quaker","Overnight Oats Unsweeted w/Chia Seeds Batch","","Bulk","2019-Oct-28 10:00 PM","100.00%","","2019-Oct-28 06:30 AM","34-03-102819","2 BATCHES","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","1600.00000","pounds","1600.00000","1600.00000","0.00000"
"1987990","2019-Oct-28 10:00 AM","Phonomenal","2019-Nov-08 09:59 AM","","No","Yes","","","PHONOM-02WIPc","Phonomenal","Vegetable Blend Pouches","","WIP","2019-Nov-07 08:05 PM","100.00%","","","1987990","","Closed","1011","","","","MSI Portage","1.50","1750.00000","0.00","0.00","0.00000","129000.00000","pouches","100000.00000","129000.00000","-29000.00000"
"1987846","2019-Oct-28 08:20 AM","Olly","2019-Oct-28 08:20 AM","","No","Yes","Vitamin","","OLLY-90-12PK","Olly","700231.01 Bedtime Beauty 40ct - Medium","Medium","Finished Good","2019-Oct-29 06:15 AM","100.00%","","","1987846","","Closed","100839","","","","MSI Portage","8.00","994.00000","0.00","0.00","0.00000","16284.00000","bottles","16000.00000","16284.00000","-284.00000"
"1987599","2019-Oct-26 10:56 AM","Sundance Beverage Products","","","No","Yes","2oz Bottle","","SUNBEV-07","Sundance Beverage Products","#2186710 99 Cent Red Zone 48ct 2oz","","Finished Good","2019-Nov-20 03:00 PM","100.00%","","","07-6TH-NOVPO","RUN THE BATCH OUT","Closed","87022","","","","MSI Portage","7.00","4500.00000","0.00","0.00","0.00000","83136.00000","bottles","80016.00000","83136.00000","-3120.00000"
"1987598","2019-Oct-26 10:55 AM","Sundance Beverage Products","","","No","Yes","2oz Bottle","","SUNBEV-03","Sundance Beverage Products","#2186402 Red Zone 48ct 2oz","","Finished Good","2019-Nov-18 11:30 AM","100.00%","","","03-5TH-NOVPO","RUN TO THE NUMBER","Closed","87022","","","","MSI Portage","7.00","4500.00000","0.00","0.00","0.00000","48000.00000","bottles","48000.00000","48000.00000","0.00000"
"1987597","2019-Oct-26 10:42 AM","Sundance Beverage Products","","","No","Yes","2oz Bottle","","SUNBEV-25","Sundance Beverage Products","2186726 Tribute Extra Strength Cherry Lime 99 cent","","Finished Good","2019-Nov-15 04:55 PM","100.00%","","2019-Nov-08 06:30 AM","25-4TH-NOVPO","RUN THE BATCH OUT","Closed","87021","","","","MSI Portage","7.00","4500.00000","0.00","0.00","0.00000","153120.00000","bottles","128016.00000","153120.00000","-25104.00000"
"1987596","2019-Oct-26 10:41 AM","Sundance Beverage Products","","","No","Yes","2oz Bottle","","SUNBEV-26","Sundance Beverage Products","2186416 Tribute Extra Strength Cherry Lime No Price","","Finished Good","2019-Nov-08 12:40 PM","100.00%","","2019-Nov-06 06:30 AM","26-3RD-NOVPO","RUN TO THE NUMBER","Closed","87021","","","","MSI Portage","7.00","4500.00000","0.00","0.00","0.00000","108768.00000","bottles","128016.00000","108768.00000","19248.00000"
"1987592","2019-Oct-26 10:00 AM","RX Bar","","","No","Yes","","","RXBAR-01","RX Bar","RXT001 Apple Cinnamon Oatmeal Cup 12Ct","","Finished Good","2019-Dec-05 07:00 AM","100.00%","","","01-5TH-NOVPO","RUN TO THE NUMBER","Closed","5928","","","","MSI Portage","7.00","2181.25000","0.00","0.00","0.00000","250605.00000","cups","249996.00000","250605.00000","-609.00000"
"1987591","2019-Oct-26 09:58 AM","RX Bar","","","No","Yes","","","RXBAR-01A","RX Bar","RXT303 Apple Cinnamon & Maple Oatmeal Cup 8Ct Costco","","Finished Good","2019-Nov-22 05:30 AM","100.00%","","","01A-4TH-NOVPO","RUN TO THE NUMBER","Closed","5929","","","","MSI Portage","9.00","2196.00000","0.00","0.00","0.00000","20455.97300","cases","21600.00000","20455.97300","1144.02700"
"1987543","2019-Oct-25 08:27 PM","Mars / Wrigley","2019-Oct-26 03:00 PM","","No","Yes","Gum","","MARS-12","Mars / Wrigley","10185139 JF Mixies Canadian Fridge Pack 40pc - 24ct","","Finished Good","2019-Oct-26 11:15 PM","100.00%","2019-Oct-26 03:00 PM","2019-Oct-25 03:00 PM","1987543","","Closed","","","","","MSI Portage","9.00","3000.00000","0.00","0.00","0.00000","12000.00000","bottles","16800.00000","12000.00000","4800.00000"
"1987473","2019-Oct-25 03:18 PM","Mars / Wrigley","2019-Oct-27 11:00 PM","","No","No","Gum","","MARS-LRW","Mars / Wrigley","Mars Labor Rework","","Finished Good","2019-Nov-09 05:00 PM","100.00%","2019-Oct-27 11:00 PM","2019-Oct-25 03:00 PM","1987473","REWORK - #10202904 Truffles MC VAL 12ct - (Originally packed into Dark Chocolate shippers) Repack into Milk Chocolate Shippers","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","0.00000","bottles","1020.00000","0.00000","1020.00000"
"1987470","2019-Oct-25 03:08 PM","Phonomenal","","","No","No","Cups","","PHONOM-LRW","Phonomenal","Phonomenal General Rework","","Finished Good","","100.00%","","","1987470","REWORK FOR VEGGIE POUCHES -

WEIGHT MEDIUM ORLANDI BOX WITH LINER TO GET TEAR WEIGHT >
CUT OFF THE TOP OF THE BAG WITH SCISSORS >
IN A MEDIUM ORLANDI BOX LINED PLACE SCREEN ON TOP OF BOX > 
DUMP ONTO SCREEN AND SIFTS INTO BOX >
WHEN BOX IS FULL, PLEASE WEIGHT THE CONTENTS > 
LABEL AND PACK","Booked","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","0.00000","cups","1.00000","0.00000","1.00000"
"1987467","2019-Oct-25 03:00 PM","RX Bar","","","No","Yes","","","RXBAR-03-WIP","RX Bar","RXT009 Maple Oats Cup WIP","","Finished Good","2019-Nov-19 06:00 AM","100.00%","","","03WIP-3RD-NOVPO","RUN TO THE NUMBER ONLY","Closed","5929","","","","MSI Portage","8.00","2128.00000","0.00","0.00","0.00000","89719.00000","cups","86400.00000","89719.00000","-3319.00000"
"1987466","2019-Oct-25 03:00 PM","Mars / Wrigley","2019-Oct-27 11:00 PM","","No","No","Gum","","MARS-LRW","Mars / Wrigley","Mars Labor Rework","","Finished Good","","100.00%","2019-Oct-27 11:00 PM","2019-Oct-25 03:00 PM","1987466","REWORK - MC XMAS 12ct - Label over lot code then recode with correct code","Closed","","","","","MSI Portage","0.00","0.00000","0.00","0.00","0.00000","0.00000","bottles","320.00000","0.00000","320.00000"
"1987465","2019-Oct-25 02:58 PM","RX Bar","","","No","Yes","","","RXBAR-03","RX Bar","RXT009 Maple Oats Cup 12ct","","Finished Good","2019-Nov-13 10:50 AM","100.00%","","","03-2ND-NOVPO","RUN TO THE NUMBER ONLY","Closed","5928","","","","MSI Portage","7.00","2181.25000","0.00","0.00","0.00000","250047.00000","cups","249996.00000","250047.00000","-51.00000"
"1987458","2019-Oct-25 02:45 PM","RX Bar","","","No","Yes","","","RXBAR-02","RX Bar","RXT006 Chocolate Oatmeal Cup 12ct","","Finished Good","2019-Oct-31 12:45 AM","100.00%","","2019-Oct-28 06:30 AM","02-1st-NOVPO","RUN TO THE NUMBER ONLY","Closed","5928","","","","MSI Portage","7.00","2181.25000","0.00","0.00","0.00000","50673.00000","cups","50004.00000","50673.00000","-669.00000"
"1987322","2019-Oct-25 12:57 PM","Hometown Foods","2019-Oct-30 06:00 AM","","No","Yes","Lids","","HTFOODS-04","Hometown Foods","250069 Rainbow Pastel FF Lids","","Finished Good","2019-Oct-31 11:15 PM","100.00%","2019-Oct-30 06:00 AM","2019-Oct-25 06:00 AM","1987322","PLEASE RUN TO THE NUMBER - OK TO RUN OUT THE HOPPER","Closed","","","","","MSI Portage","3.00","2790.00000","0.00","0.00","0.00000","280875.00000","lids","277625.00000","280875.00000","-3250.00000"
"1986534","2019-Oct-25 07:56 AM","Mars / Wrigley","2019-Nov-01 09:44 AM","","No","Yes","Gum","","MARS-01","Mars / Wrigley","10194013 Eclipse Spearmint Eiffel 120pc - 24ct","","Finished Good","2019-Nov-08 03:00 PM","100.00%","2019-Nov-01 09:44 AM","2019-Oct-28 09:45 AM","1986534","RUN OUT THE GUM!","Closed","","","","","MSI Portage","10.00","2880.00000","0.00","0.00","0.00000","137232.00000","bottles","120768.00000","137232.00000","-16464.00000"
"1986074","2019-Oct-24 02:31 PM","Olly","2019-Oct-24 02:30 PM","","No","Yes","Vitamin","","OLLY-112-12PK","Olly","700269.01 Collagen Rings 30ct - Large","Large","Finished Good","2019-Oct-28 01:52 PM","100.00%","","","1986074","","Closed","100839","","","","MSI Portage","8.00","993.00000","0.00","0.00","0.00000","6096.00000","bottles","50000.00000","6096.00000","43904.00000"
"1985645","2019-Oct-24 10:50 AM","Morton Salt","","","No","Yes","Grinders","","MORTON-06","Morton Salt","#F180000000B Windsor Peppercorn Glass Grinders","Grinders","Finished Good","2019-Nov-11 12:00 PM","100.00%","","2019-Nov-11 06:30 AM","06-4th-NOVPO","RUN TO THE NUMBER","Closed","6702224448","","","","MSI Portage","6.00","1500.00000","0.00","0.00","0.00000","25596.00000","grinders","25344.00000","25596.00000","-252.00000"
"1985643","2019-Oct-24 10:48 AM","Morton Salt","","","No","Yes","Grinders","","MORTON-03","Morton Salt","F111840000B Peppercorn Glass Grinders","Grinders","Finished Good","2019-Nov-08 10:00 AM","100.00%","","2019-Nov-04 06:30 AM","03-3rd-NOVPO","RUN TO THE NUMBER ONLY","Closed","6702224441","","","","MSI Portage","9.00","1854.00000","0.00","0.00","0.00000","89268.00000","grinders","88764.00000","89268.00000","-504.00000"
"1985642","2019-Oct-24 10:46 AM","Morton Salt","","","No","Yes","Grinders","","MORTON-01A","Morton Salt","F111800000B Sea Salt Glass Grinders","Grinders","Finished Good","2019-Oct-31 03:00 PM","100.00%","","2019-Oct-28 06:30 AM","01a-2nd-NOVPO","RUN TO THE NUMBER ONLY!!!","Closed","6702224443","","","","MSI Portage","6.00","1500.00000","0.00","0.00","0.00000","79548.00000","grinders","79200.00000","79548.00000","-348.00000"
"1985382","2019-Oct-24 07:54 AM","Olly","2019-Oct-24 07:50 AM","","No","Yes","Vitamin","","OLLY-02-BP","Olly","700137.01 Beauty 72ct - Bonus Pack","Bonus Pack","Finished Good","2019-Oct-29 01:56 PM","100.00%","","","1985382","","Closed","100839","","","","MSI Portage","8.00","889.13000","0.00","0.00","0.00000","27324.00000","bottles","54000.00000","27324.00000","26676.00000"
"1984315","2019-Oct-23 01:57 PM","Olly","2019-Oct-23 01:55 PM","","No","Yes","Vitamin","","OLLY-50-12PK","Olly","700075.01 Goodbye Stress 42ct - Medium","Medium","Finished Good","2019-Oct-25 09:30 AM","100.00%","","","1984315","","Closed","100839","","","","MSI Portage","8.00","957.25000","0.00","0.00","0.00000","29964.00000","bottles","35000.00000","29964.00000","5036.00000"
"1984300","2019-Oct-23 01:36 PM","Olly","2019-Oct-23 01:35 PM","","No","Yes","Vitamin","","OLLY-90-SPH","Olly","700268.01 Bedtime Beauty Sephora 40ct - Medium","Medium","Finished Good","2019-Oct-28 11:00 AM","100.00%","","","1984300","","Closed","100839","","","","MSI Portage","8.00","994.00000","0.00","0.00","0.00000","20880.00000","bottles","20000.00000","20880.00000","-880.00000"
"1984286","2019-Oct-23 01:16 PM","Noosa","2019-Nov-29 01:19 PM","","No","No","","","NOOSA-10","Noosa","I000927 Lemon Tart Mates Topper","","Finished Good","","100.00%","","","1984286","","Closed","PO33882","","","","MSI Portage","3.50","3000.00000","0.00","0.00","0.00000","","lids","50000.00000","0.00000","50000.00000"
"1984275","2019-Oct-23 01:06 PM","Noosa","2019-Nov-29 01:06 PM","","No","Yes","","","NOOSA-06","Noosa","I000840 Mate Topper Salted Caramel Chocolate","","Finished Good","2019-Nov-07 03:24 PM","100.00%","","","1984275","","Closed","PO33882","","","","MSI Portage","3.50","3273.00000","0.00","0.00","0.00000","50660.00000","lids","50000.00000","50660.00000","-660.00000"
"1984271","2019-Oct-23 01:03 PM","Noosa","2019-Nov-29 01:02 PM","","No","Yes","","","NOOSA-11","Noosa","I000926 Cookies and Cream Mates Topper","","Finished Good","2019-Nov-26 03:30 PM","100.00%","","","1984271","Closed Oct PO 18,240 short added to Nov PO per Masso","Closed","PO33882","","","","MSI Portage","3.50","3000.00000","0.00","0.00","0.00000","62900.00000","lids","118240.00000","62900.00000","55340.00000"
"1984266","2019-Oct-23 01:02 PM","Noosa","2019-Nov-29 01:01 PM","","No","Yes","","","NOOSA-08","Noosa","I000841 Mate Topper Coffee Chocolate","","Finished Good","2019-Nov-12 10:22 AM","100.00%","","","1984266","","Closed","PO33882","","","","MSI Portage","3.50","3000.00000","0.00","0.00","0.00000","18700.00000","lids","50000.00000","18700.00000","31300.00000"
"1984264","2019-Oct-23 01:01 PM","Noosa","2019-Nov-29 01:01 PM","","No","Yes","","","NOOSA-04","Noosa","1000789 Mate Topper Coconut Almond Chocolate","","Finished Good","2019-Nov-27 10:42 AM","100.00%","","","1984264","","Closed","PO33882","","","","MSI Portage","4.00","3428.00000","0.00","0.00","0.00000","168640.00000","lids","375000.00000","168640.00000","206360.00000"
"1984263","2019-Oct-23 01:00 PM","Noosa","2019-Nov-29 12:59 PM","","No","Yes","","","NOOSA-03","Noosa","I000786 Mate Topper Banana Chocolate Peanut","","Finished Good","2019-Nov-18 03:00 PM","100.00%","","","1984263","Closed Oct PO adding 76,420 to Nov PO per Masso","Closed","PO33882","","","","MSI Portage","3.50","3000.00000","0.00","0.00","0.00000","219980.00000","lids","186420.00000","219980.00000","-33560.00000"
"1984257","2019-Oct-23 12:55 PM","Olly","2019-Oct-23 12:55 PM","","No","Yes","Vitamin","","OLLY-14-12PK","Olly","700073.01 Sleep Blackberry 50ct - Medium","Medium","Finished Good","2019-Nov-01 01:30 AM","100.00%","","","1984257","","Closed","100839","","","","MSI Portage","8.00","989.25000","0.00","0.00","0.00000","131988.00000","bottles","210000.00000","131988.00000","78012.00000"
"1984164","2019-Oct-23 11:48 AM","Mars / Wrigley","2019-Oct-24 03:00 PM","","No","Yes","Candy","","MARS-17B","Mars / Wrigley","10199875 Dove Truffles Milk Chocolate 4ct.","","Finished Good","2019-Oct-25 03:00 PM","100.00%","2019-Oct-24 03:00 PM","2019-Oct-23 03:00 PM","1984164","","Closed","","","","","MSI Portage","10.50","2310.00000","0.00","0.00","0.00000","22224.00000","bags","33600.00000","22224.00000","11376.00000"
"1984151","2019-Oct-23 11:38 AM","Mars / Wrigley","2019-Oct-24 11:00 PM","","No","Yes","Gum","","MARS-13","Mars / Wrigley","10195399 JF Mixies US 40pc - 16ct","","Finished Good","2019-Oct-25 10:15 PM","100.00%","2019-Oct-24 11:00 PM","2019-Oct-23 06:00 AM","1984151","","Closed","","","","","MSI Portage","9.00","3000.00000","0.00","0.00","0.00000","20144.00000","bottles","32000.00000","20144.00000","11856.00000"
"1984084","2019-Oct-23 11:08 AM","Vital Proteins","2019-Nov-01 03:00 PM","","No","Yes","","","VITPRO-02-6PK","Vital Proteins","CP10T Collagen Peptides 10 oz. - 6 Pack","","Finished Good","2019-Nov-01 03:15 PM","100.00%","","","1984084","","Closed","9823A","","","","MSI Portage","9.50","1065.00000","0.00","0.00","0.00000","30254.00000","canisters","45000.00000","30254.00000","14746.00000"
"1981979","2019-Oct-22 08:05 AM","Olly","2019-Oct-22 08:05 AM","","No","Yes","Vitamin","","OLLY-111-12PK","Olly","700263.01 Kids Multi Worms 70ct - Large","Large","Finished Good","2019-Oct-25 08:56 AM","100.00%","","","1981979","Keep an eye on bottle labels","Closed","100839","","","","MSI Portage","8.00","900.00000","0.00","0.00","0.00000","26136.00000","bottles","24000.00000","26136.00000","-2136.00000"
"1980763","2019-Oct-21 01:17 PM","Mars / Wrigley","2019-Oct-23 12:00 AM","","No","Yes","Gum","","MARS-11","Mars / Wrigley","#10192463 JF Mixies US Fridge Pack 40pc - 24ct","","Finished Good","2019-Oct-24 12:00 AM","100.00%","","","1980763","","Closed","","","","","MSI Portage","9.00","3000.00000","0.00","0.00","0.00000","16872.00000","bottles","16800.00000","16872.00000","-72.00000"
"1980753","2019-Oct-21 01:11 PM","The Clorox Company","2019-Dec-13 01:11 PM","","No","Yes","Solid Food","","CLOROX-06-03a","The Clorox Company","Bacon Crispins Batch (Palm Oil)","","Batch","2019-Dec-12 02:43 PM","100.00%","2019-Dec-12 03:00 PM","2019-Dec-11 06:30 AM","1980753","","Closed","","","","","MSI Portage","1.00","487.20000","0.00","0.00","0.00000","3912.00000","pounds","3990.00000","3912.00000","78.00000"
"1980751","2019-Oct-21 01:10 PM","The Clorox Company","2019-Dec-13 01:10 PM","","No","Yes","Solid Food","","CLOROX-06","The Clorox Company","#20065 Bacon Crispins","","Finished Good","2019-Dec-13 12:02 PM","100.00%","2019-Dec-12 03:00 PM","2019-Dec-11 06:30 AM","1980751","","Closed","","","","","MSI Portage","8.00","2328.00000","0.00","0.00","0.00000","22206.00000","canisters","19656.00000","22206.00000","-2550.00000"
"1980750","2019-Oct-21 01:10 PM","The Clorox Company","2019-Dec-13 01:09 PM","","No","Yes","Solid Food","","CLOROX-07-03a","The Clorox Company","Italian Crispins Batch (Palm Oil Croutons)","","Batch","2019-Dec-10 03:00 PM","100.00%","2019-Dec-10 03:00 PM","2019-Dec-09 06:30 AM","1980750","","Closed","","","","","MSI Portage","1.00","459.30000","0.00","0.00","0.00000","4001.14000","pounds","4043.00000","4001.14000","41.86000"
